COUNTRY,CITY,Size and Type,Price
Germany,Munich,40HC WWT,1790
Greece,Piraeus,40HC WWT,1680
Hungary,Budapest,40HC WWT,1610
India,Delhi,40HC WWT,2175
India,Kolkata(Calcutta),40HC WWT,2060
India,Mundra,40HC WWT,2260
India,Nhava Sheva,40HC WWT,2225
India,Chennai,40HC WWT,1480
India,Kolkata(Calcutta),40HC WWT,3330
India,Mumbai,40HC WWT,3340
India,Mundra,40HC WWT,3115
India,New Delhi ,40HC WWT,3200
India,Tuticorin,40HC WWT,2250
Indonesia,Belawan,40HC WWT,2700
Indonesia,Jakarta,40HC WWT,2435
Indonesia,Semarang,40HC WWT,2495
Indonesia,Surabaya,40HC WWT,2540
Israel,Ashdod,40HC WWT,2600
Italy,Genoa,40HC WWT,1820
Italy,La Spezia,40HC WWT,2040
Italy,Livorno,40HC WWT,1385
Italy,Milan,40HC WWT,1790
Italy,Modena,40HC WWT,2320
Italy,Padova,40HC WWT,1950
Italy,Trieste,40HC WWT,2675
Italy,Venice,40HC WWT,2510
Japan,Kobe,40HC WWT,3710
Japan,Yokohama,40HC WWT,3510
Japan,Hakata,40HC WWT,1510
Japan,Kobe,40HC WWT,1780
Japan,Nagoya,40HC WWT,1720
Japan,Osaka,40HC WWT,1660
Japan,Tokyo,40HC WWT,1900
Kazakhstan,Almaty,40HC WWT,2100
Kazakhstan,Tashkent,40HC WWT,1030
Kenya,Mombasa,40HC WWT,2400
Kenya,Nairobi,40HC WWT,2510
Malaysia,Penang,40HC WWT,2305
Malaysia,Port Kelang,40HC WWT,2415
Malaysia,Johar,40HC WWT,2305
Mexico,Altamira,40HC WWT,3235
Mexico,Manzanillo,40HC WWT,2620
Mexico,Mexico City,40HC WWT,1790
Mexico,Veracruz,40HC WWT,1790
Morocco,Casablanca,40HC WWT,2510
Netherlands,Rotterdam,40HC WWT,3235
New Zealand,Tauranga,40HC WWT,1980
New Zealand,Auckland,40HC WWT,3405
New Zealand,Tauranga,40HC WWT,3085
Oman,Sohar,40HC WWT,1660
Pakistan,Karachi,40HC WWT,2040
Peru,Callao,40HC WWT,1620
Philippines,Manila,40HC WWT,2350
Poland,Gdansk,40HC WWT,1375
Poland,Warsaw,40HC WWT,1210
Poland,Gdynia,40HC WWT,2620
Portugal,Leixoes,40HC WWT,2035
Portugal,Lisboa,40HC WWT,1925
Portugal,Leixoes,40HC WWT,1790
Portugal,Setubal,40HC WWT,1790
Republic of Ireland,Dublin,40HC WWT,1665
Romania,Constanta,40HC WWT,2320
Russia,Moscow,40HC WWT,995
Russia,St Petersburg,40HC WWT,1355
Russia,Vladivostok,40HC WWT,1782
Russia,"Yekaterinburg, Sve",40HC WWT,1290
Saudi Arabia,Jeddah,40HC WWT,2330
Singapore,Singapore,40HC WWT,2815
South Africa,Durban,40HC WWT,1880
South Africa,Johannesburg,40HC WWT,2390
South Africa,Cape Town,40HC WWT,1790
South Africa,Port Elizabeth,40HC WWT,1950
South Korea,Busan,40HC WWT,3310
South Korea,Gwangyang,40HC WWT,2540
South Korea,Inchoen,40HC WWT,2600
South Korea,Seoul,40HC WWT,1820
Spain,Arquata Scrivia,40HC WWT,2250
Spain,Barcelona,40HC WWT,1540
Spain,Bilbao,40HC WWT,2300
Spain,Madrid,40HC WWT,1785
Spain,Valencia (Spain),40HC WWT,1835
Spain,Algeciras,40HC WWT,1950
Spain,Barcelona,40HC WWT,2675
Spain,Bilbao,40HC WWT,2510
Spain,Madrid,40HC WWT,2510
Spain,Valencia ,40HC WWT,1050
Sweden,Gothenburg,40HC WWT,2115
Sweden,Norrkoping,40HC WWT,2100
Switzerland,Basle,40HC WWT,1760
Taiwan,Kaohsiung,40HC WWT,2675
Taiwan,Keelung,40HC WWT,3030
Taiwan,Taichung,40HC WWT,3125
Tamil Nadu,Chennai,40HC WWT,2686
Thailand,Bangkok,40HC WWT,3000
Thailand,Laem Chabang,40HC WWT,2750
Turkey,Istanbul,40HC WWT,1540
Turkey,Mersin,40HC WWT,1530
Turkey,Gebze,40HC WWT,2560
Turkey,Mersin,40HC WWT,2185
United Arab Emirates,Dubai,40HC WWT,2830
United Arab Emirates,Jebel Ali,40HC WWT,2105
United Kingdom,Southampton,40HC WWT,1435
United Kingdom,Belfast,40HC WWT,2230
United Kingdom,Birmingham ,40HC WWT,3200
United Kingdom,Doncaster,40HC WWT,1900
United Kingdom,Glasgow,40HC WWT,1735
United Kingdom,Leeds,40HC WWT,1785
United Kingdom,Liverpool,40HC WWT,2305
United Kingdom,London,40HC WWT,3315
United States,"Atlanta, GA",40HC WWT,2400
United States,"Baltimore, MD",40HC WWT,2200
United States,"Boston, MA",40HC WWT,2400
United States,"Charleston, SC",40HC WWT,2000
United States,"Charlotte, NC",40HC WWT,2420
United States,"Chicago, IL",40HC WWT,1740
United States,"Cincinnati, OH",40HC WWT,1855
United States,"Cleveland, OH",40HC WWT,2150
United States,"Columbus, OH",40HC WWT,2040
United States,"Dallas, TX",40HC WWT,2255
United States,"Denver, CO",40HC WWT,3240
United States,"Detroit, MI",40HC WWT,2225
United States,"El Paso, TX",40HC WWT,2995
United States,Houston,40HC WWT,1855
United States,"Jacksonville, FL",40HC WWT,2005
United States,"Kansas City, KS",40HC WWT,2615
United States,"Long Beach, CA",40HC WWT,1960
United States,"Los Angeles, CA",40HC WWT,1885
United States,"Memphis, TN",40HC WWT,2010
United States,"Miami, FL",40HC WWT,2170
United States,"Minneapolis, MN",40HC WWT,2555
United States,"Mobile, AL",40HC WWT,2425
United States,"Nashville, TN",40HC WWT,2365
United States,"New Orleans, LA",40HC WWT,2610
United States,"New York, NY",40HC WWT,1590
United States,"Norfolk, VA",40HC WWT,1930
United States,"Oakland, CA",40HC WWT,2100
United States,"Omaha, NE",40HC WWT,2490
United States,"Phoenix, AZ",40HC WWT,3235
United States,"Salt Lake City, UT",40HC WWT,2620
United States,"Savannah, GA",40HC WWT,1790
United States,"Seattle, WA",40HC WWT,1790
United States,"Tampa, FL",40HC WWT,2320
United States,"Indianapolis, IN",40HC WWT,1950
Vietnam,Haiphong,40HC WWT,2675
Vietnam,Ho Chi Minh City,40HC WWT,2510
Australia,Adelaide,20GP New,2680
Australia,Brisbane,20GP New,2500
Australia,Fremantle,20GP New,2525
Australia,Melbourne,20GP New,1970
Australia,Sydney,20GP New,2340
Austria,Vienna,20GP New,2355
Bangladesh,Chittagong,20GP New,2235
Belarus,Minsk,20GP New,2255
Belgium,Antwerp,20GP New,2600
Brazil,Santos,20GP New,2265
Brazil,Paranagua,20GP New,2305
Cambodia,Phnom Penh,20GP New,2335
Canada,"Calgary, AB",20GP New,2240
Canada,"Edmonton, AB",20GP New,2260
Canada,"Halifax, NS",20GP New,3250
Canada,"Montreal, QC",20GP New,2490
Canada,"Toronto, ON",20GP New,2330
Canada,"Vancouver, BC",20GP New,2680
Canada,"Winnipeg, MB",20GP New,2420
Chile,Santiago,20GP New,3760
Chile,Valparaiso,20GP New,2500
China,Dalian,20GP New,2460
China,Fuzhou,20GP New,2680
China,Guangzhou,20GP New,2500
China,Hong Kong,20GP New,2525
China,Huangpu,20GP New,1970
China,Lianyungang,20GP New,2340
China,Nansha,20GP New,2595
China,Qingdao,20GP New,3085
China,Shanghai,20GP New,2745
China,Shekou,20GP New,2560
China,Shenzhen,20GP New,2315
China,Tianjin,20GP New,2125
China,Xiamen,20GP New,2420
China,Ningbo,20GP New,2580
China,Chengdu,20GP New,2500
China,Hong Kong,20GP New,2410
China,Huangpu,20GP New,3610
China,Nanjing,20GP New,2275
China,Yantian,20GP New,2505
Costa Rica,Limon,20GP New,2525
Denmark,Aarhus,20GP New,2900
Denmark,Copenhagen,20GP New,2500
England,Leeds,20GP New,2270
England,London,20GP New,2325
Estonia,Tallin,20GP New,2525
Finland,Helsinki,20GP New,2310
Finland,Kotka,20GP New,2525
Finland,Rauma,20GP New,2270
France,Dunkerque,20GP New,2410
France,Fos Sur Mer,20GP New,2685
France,Le Havre,20GP New,3175
France,Lyon,20GP New,2070
France,Marseille,20GP New,2500
France,Rouen,20GP New,2005
France,Bordeaux,20GP New,2670
France,Marseille,20GP New,2500
Georgia,Poti,20GP New,2525
Germany,Bremen,20GP New,2800
Germany,Duisburg,20GP New,2410
Germany,Hamburg,20GP New,3610
Germany,Mannheim,20GP New,2500
Germany,Ludwigshafen,20GP New,2525
Germany,Munich,20GP New,2435
Greece,Piraeus,20GP New,1930
Hungary,Budapest,20GP New,2580
India,Delhi,20GP New,2270
India,Kolkata(Calcutta),20GP New,2335
India,Mundra,20GP New,2110
India,Nhava Sheva,20GP New,2555
India,Chennai,20GP New,2745
India,Kolkata(Calcutta),20GP New,2560
India,Mumbai,20GP New,2315
India,Mundra,20GP New,2125
India,New Delhi ,20GP New,2420
India,Tuticorin,20GP New,2900
Indonesia,Belawan,20GP New,2650
Indonesia,Jakarta,20GP New,2505
Indonesia,Semarang,20GP New,2405
Indonesia,Surabaya,20GP New,2270
Israel,Ashdod,20GP New,3050
Italy,Genoa,20GP New,2525
Italy,La Spezia,20GP New,2460
Italy,Livorno,20GP New,2650
Italy,Milan,20GP New,2405
Italy,Modena,20GP New,2305
Italy,Padova,20GP New,3760
Italy,Trieste,20GP New,2500
Italy,Venice,20GP New,2525
Japan,Kobe,20GP New,2335
Japan,Yokohama,20GP New,2420
Japan,Hakata,20GP New,2270
Japan,Kobe,20GP New,2325
Japan,Nagoya,20GP New,2310
Japan,Osaka,20GP New,2410
Japan,Tokyo,20GP New,2685
Kazakhstan,Almaty,20GP New,2150
Kazakhstan,Tashkent,20GP New,2305
Kenya,Mombasa,20GP New,1755
Kenya,Nairobi,20GP New,2525
Malaysia,Penang,20GP New,2335
Malaysia,Port Kelang,20GP New,1660
Malaysia,Johar,20GP New,2335
Mexico,Altamira,20GP New,2270
Mexico,Manzanillo,20GP New,2670
Mexico,Mexico City,20GP New,2435
Mexico,Veracruz,20GP New,2405
Morocco,Casablanca,20GP New,2525
Netherlands,Rotterdam,20GP New,2270
New Zealand,Tauranga,20GP New,2305
New Zealand,Auckland,20GP New,2595
New Zealand,Tauranga,20GP New,3085
Oman,Sohar,20GP New,3175
Pakistan,Karachi,20GP New,2500
Peru,Callao,20GP New,2650
Philippines,Manila,20GP New,1980
Poland,Gdansk,20GP New,2500
Poland,Warsaw,20GP New,1950
Poland,Gdynia,20GP New,2670
Portugal,Leixoes,20GP New,2640
Portugal,Lisboa,20GP New,2400
Portugal,Leixoes,20GP New,2435
Portugal,Setubal,20GP New,2405
Republic of Ireland,Dublin,20GP New,2860
Romania,Constanta,20GP New,2305
Russia,Moscow,20GP New,2440
Russia,St Petersburg,20GP New,2450
Russia,Vladivostok,20GP New,2440
Russia,"Yekaterinburg, Sve",20GP New,2420
Saudi Arabia,Jeddah,20GP New,1955
Singapore,Singapore,20GP New,2485
South Africa,Durban,20GP New,3070
South Africa,Johannesburg,20GP New,2155
South Africa,Cape Town,20GP New,2435
South Africa,Port Elizabeth,20GP New,3760
South Korea,Busan,20GP New,2730
South Korea,Gwangyang,20GP New,2270
South Korea,Inchoen,20GP New,3050
South Korea,Seoul,20GP New,2525
Spain,Arquata Scrivia,20GP New,3550
Spain,Barcelona,20GP New,2325
Spain,Bilbao,20GP New,2270
Spain,Madrid,20GP New,2560
Spain,Valencia (Spain),20GP New,2035
Spain,Algeciras,20GP New,3760
Spain,Barcelona,20GP New,2500
Spain,Bilbao,20GP New,2525
Spain,Madrid,20GP New,2525
Spain,Valencia ,20GP New,2255
Sweden,Gothenburg,20GP New,2200
Sweden,Norrkoping,20GP New,2600
Switzerland,Basle,20GP New,2265
Taiwan,Kaohsiung,20GP New,2580
Taiwan,Keelung,20GP New,2335
Taiwan,Taichung,20GP New,2005
Tamil Nadu,Chennai,20GP New,2410
Thailand,Bangkok,20GP New,2460
Thailand,Laem Chabang,20GP New,2665
Turkey,Istanbul,20GP New,1920
Turkey,Mersin,20GP New,2255
Turkey,Gebze,20GP New,2335
Turkey,Mersin,20GP New,2240
United Arab Emirates,Dubai,20GP New,2320
United Arab Emirates,Jebel Ali,20GP New,2600
United Kingdom,Southampton,20GP New,2580
United Kingdom,Belfast,20GP New,2260
United Kingdom,Birmingham ,20GP New,3250
United Kingdom,Doncaster,20GP New,2490
United Kingdom,Glasgow,20GP New,2330
United Kingdom,Leeds,20GP New,2680
United Kingdom,Liverpool,20GP New,2420
United Kingdom,London,20GP New,2460
United States,"Atlanta, GA",20GP New,2350
United States,"Baltimore, MD",20GP New,2450
United States,"Boston, MA",20GP New,3400
United States,"Charleston, SC",20GP New,2125
United States,"Charlotte, NC",20GP New,2115
United States,"Chicago, IL",20GP New,1980
United States,"Cincinnati, OH",20GP New,2205
United States,"Cleveland, OH",20GP New,2185
United States,"Columbus, OH",20GP New,2400
United States,"Dallas, TX",20GP New,2270
United States,"Denver, CO",20GP New,3110
United States,"Detroit, MI",20GP New,2200
United States,"El Paso, TX",20GP New,2090
United States,Houston,20GP New,2445
United States,"Jacksonville, FL",20GP New,1750
United States,"Kansas City, KS",20GP New,2440
United States,"Long Beach, CA",20GP New,2275
United States,"Los Angeles, CA",20GP New,2755
United States,"Memphis, TN",20GP New,1620
United States,"Miami, FL",20GP New,2505
United States,"Minneapolis, MN",20GP New,2310
United States,"Mobile, AL",20GP New,2210
United States,"Nashville, TN",20GP New,2120
United States,"New Orleans, LA",20GP New,2390
United States,"New York, NY",20GP New,2335
United States,"Norfolk, VA",20GP New,2865
United States,"Oakland, CA",20GP New,2040
United States,"Omaha, NE",20GP New,2335
United States,"Phoenix, AZ",20GP New,2270
United States,"Salt Lake City, UT",20GP New,2670
United States,"Savannah, GA",20GP New,2435
United States,"Seattle, WA",20GP New,2405
United States,"Tampa, FL",20GP New,2305
United States,"Indianapolis, IN",20GP New,3760
Vietnam,Haiphong,20GP New,2500
Vietnam,Ho Chi Minh City,20GP New,2525
Australia,Adelaide,20Gp IICL,2330
Australia,Brisbane,20Gp IICL,2150
Australia,Fremantle,20Gp IICL,2175
Australia,Melbourne,20Gp IICL,1620
Australia,Sydney,20Gp IICL,1990
Austria,Vienna,20Gp IICL,2005
Bangladesh,Chittagong,20Gp IICL,1885
Belarus,Minsk,20Gp IICL,1905
Belgium,Antwerp,20Gp IICL,2250
Brazil,Santos,20Gp IICL,1915
Brazil,Paranagua,20Gp IICL,1955
Cambodia,Phnom Penh,20Gp IICL,1985
Canada,"Calgary, AB",20Gp IICL,1890
Canada,"Edmonton, AB",20Gp IICL,1910
Canada,"Halifax, NS",20Gp IICL,2900
Canada,"Montreal, QC",20Gp IICL,2140
Canada,"Toronto, ON",20Gp IICL,1980
Canada,"Vancouver, BC",20Gp IICL,2330
Canada,"Winnipeg, MB",20Gp IICL,2070
Chile,Santiago,20Gp IICL,3410
Chile,Valparaiso,20Gp IICL,2150
China,Dalian,20Gp IICL,2110
China,Fuzhou,20Gp IICL,2330
China,Guangzhou,20Gp IICL,2150
China,Hong Kong,20Gp IICL,2175
China,Huangpu,20Gp IICL,1620
China,Lianyungang,20Gp IICL,1990
China,Nansha,20Gp IICL,2245
China,Qingdao,20Gp IICL,2735
China,Shanghai,20Gp IICL,2395
China,Shekou,20Gp IICL,2210
China,Shenzhen,20Gp IICL,1965
China,Tianjin,20Gp IICL,1775
China,Xiamen,20Gp IICL,2070
China,Ningbo,20Gp IICL,2230
China,Chengdu,20Gp IICL,2150
China,Hong Kong,20Gp IICL,2060
China,Huangpu,20Gp IICL,3260
China,Nanjing,20Gp IICL,1925
China,Yantian,20Gp IICL,2155
Costa Rica,Limon,20Gp IICL,2175
Denmark,Aarhus,20Gp IICL,2550
Denmark,Copenhagen,20Gp IICL,2150
England,Leeds,20Gp IICL,1920
England,London,20Gp IICL,1975
Estonia,Tallin,20Gp IICL,2175
Finland,Helsinki,20Gp IICL,1960
Finland,Kotka,20Gp IICL,2175
Finland,Rauma,20Gp IICL,1920
France,Dunkerque,20Gp IICL,2060
France,Fos Sur Mer,20Gp IICL,2335
France,Le Havre,20Gp IICL,2825
France,Lyon,20Gp IICL,1720
France,Marseille,20Gp IICL,2150
France,Rouen,20Gp IICL,1655
France,Bordeaux,20Gp IICL,2320
France,Marseille,20Gp IICL,2150
Georgia,Poti,20Gp IICL,2175
Germany,Bremen,20Gp IICL,2450
Germany,Duisburg,20Gp IICL,2060
Germany,Hamburg,20Gp IICL,3260
Germany,Mannheim,20Gp IICL,2150
Germany,Ludwigshafen,20Gp IICL,2175
Germany,Munich,20Gp IICL,2085
Greece,Piraeus,20Gp IICL,1580
Hungary,Budapest,20Gp IICL,2230
India,Delhi,20Gp IICL,1920
India,Kolkata(Calcutta),20Gp IICL,1985
India,Mundra,20Gp IICL,1760
India,Nhava Sheva,20Gp IICL,2205
India,Chennai,20Gp IICL,2395
India,Kolkata(Calcutta),20Gp IICL,2210
India,Mumbai,20Gp IICL,1965
India,Mundra,20Gp IICL,1775
India,New Delhi ,20Gp IICL,2070
India,Tuticorin,20Gp IICL,2550
Indonesia,Belawan,20Gp IICL,2300
Indonesia,Jakarta,20Gp IICL,2155
Indonesia,Semarang,20Gp IICL,2055
Indonesia,Surabaya,20Gp IICL,1920
Israel,Ashdod,20Gp IICL,2700
Italy,Genoa,20Gp IICL,2175
Italy,La Spezia,20Gp IICL,2110
Italy,Livorno,20Gp IICL,2300
Italy,Milan,20Gp IICL,2055
Italy,Modena,20Gp IICL,1955
Italy,Padova,20Gp IICL,3410
Italy,Trieste,20Gp IICL,2150
Italy,Venice,20Gp IICL,2175
Japan,Kobe,20Gp IICL,1985
Japan,Yokohama,20Gp IICL,2070
Japan,Hakata,20Gp IICL,1920
Japan,Kobe,20Gp IICL,1975
Japan,Nagoya,20Gp IICL,1960
Japan,Osaka,20Gp IICL,2060
Japan,Tokyo,20Gp IICL,2335
Kazakhstan,Almaty,20Gp IICL,1800
Kazakhstan,Tashkent,20Gp IICL,1955
Kenya,Mombasa,20Gp IICL,1405
Kenya,Nairobi,20Gp IICL,2175
Malaysia,Penang,20Gp IICL,1985
Malaysia,Port Kelang,20Gp IICL,1310
Malaysia,Johar,20Gp IICL,1985
Mexico,Altamira,20Gp IICL,1920
Mexico,Manzanillo,20Gp IICL,2320
Mexico,Mexico City,20Gp IICL,2085
Mexico,Veracruz,20Gp IICL,2055
Morocco,Casablanca,20Gp IICL,2175
Netherlands,Rotterdam,20Gp IICL,1920
New Zealand,Tauranga,20Gp IICL,1955
New Zealand,Auckland,20Gp IICL,2245
New Zealand,Tauranga,20Gp IICL,2735
Oman,Sohar,20Gp IICL,2825
Pakistan,Karachi,20Gp IICL,2150
Peru,Callao,20Gp IICL,2300
Philippines,Manila,20Gp IICL,1630
Poland,Gdansk,20Gp IICL,2150
Poland,Warsaw,20Gp IICL,1600
Poland,Gdynia,20Gp IICL,2320
Portugal,Leixoes,20Gp IICL,2290
Portugal,Lisboa,20Gp IICL,2050
Portugal,Leixoes,20Gp IICL,2085
Portugal,Setubal,20Gp IICL,2055
Republic of Ireland,Dublin,20Gp IICL,2510
Romania,Constanta,20Gp IICL,1955
Russia,Moscow,20Gp IICL,2090
Russia,St Petersburg,20Gp IICL,2100
Russia,Vladivostok,20Gp IICL,2090
Russia,"Yekaterinburg, Sve",20Gp IICL,2070
Saudi Arabia,Jeddah,20Gp IICL,1605
Singapore,Singapore,20Gp IICL,2135
South Africa,Durban,20Gp IICL,2720
South Africa,Johannesburg,20Gp IICL,1805
South Africa,Cape Town,20Gp IICL,2085
South Africa,Port Elizabeth,20Gp IICL,3410
South Korea,Busan,20Gp IICL,2380
South Korea,Gwangyang,20Gp IICL,1920
South Korea,Inchoen,20Gp IICL,2700
South Korea,Seoul,20Gp IICL,2175
Spain,Arquata Scrivia,20Gp IICL,3200
Spain,Barcelona,20Gp IICL,1975
Spain,Bilbao,20Gp IICL,1920
Spain,Madrid,20Gp IICL,2210
Spain,Valencia (Spain),20Gp IICL,1685
Spain,Algeciras,20Gp IICL,3410
Spain,Barcelona,20Gp IICL,2150
Spain,Bilbao,20Gp IICL,2175
Spain,Madrid,20Gp IICL,2175
Spain,Valencia ,20Gp IICL,1905
Sweden,Gothenburg,20Gp IICL,1850
Sweden,Norrkoping,20Gp IICL,2250
Switzerland,Basle,20Gp IICL,1915
Taiwan,Kaohsiung,20Gp IICL,2230
Taiwan,Keelung,20Gp IICL,1985
Taiwan,Taichung,20Gp IICL,1655
Tamil Nadu,Chennai,20Gp IICL,2060
Thailand,Bangkok,20Gp IICL,2110
Thailand,Laem Chabang,20Gp IICL,2315
Turkey,Istanbul,20Gp IICL,1570
Turkey,Mersin,20Gp IICL,1905
Turkey,Gebze,20Gp IICL,1985
Turkey,Mersin,20Gp IICL,1890
United Arab Emirates,Dubai,20Gp IICL,1970
United Arab Emirates,Jebel Ali,20Gp IICL,2250
United Kingdom,Southampton,20Gp IICL,2230
United Kingdom,Belfast,20Gp IICL,1910
United Kingdom,Birmingham ,20Gp IICL,2900
United Kingdom,Doncaster,20Gp IICL,2140
United Kingdom,Glasgow,20Gp IICL,1980
United Kingdom,Leeds,20Gp IICL,2330
United Kingdom,Liverpool,20Gp IICL,2070
United Kingdom,London,20Gp IICL,2110
United States,"Atlanta, GA",20Gp IICL,2000
United States,"Baltimore, MD",20Gp IICL,2100
United States,"Boston, MA",20Gp IICL,3050
United States,"Charleston, SC",20Gp IICL,1775
United States,"Charlotte, NC",20Gp IICL,1765
United States,"Chicago, IL",20Gp IICL,1630
United States,"Cincinnati, OH",20Gp IICL,1855
United States,"Cleveland, OH",20Gp IICL,1835
United States,"Columbus, OH",20Gp IICL,2050
United States,"Dallas, TX",20Gp IICL,1920
United States,"Denver, CO",20Gp IICL,2760
United States,"Detroit, MI",20Gp IICL,1850
United States,"El Paso, TX",20Gp IICL,1740
United States,Houston,20Gp IICL,2095
United States,"Jacksonville, FL",20Gp IICL,1400
United States,"Kansas City, KS",20Gp IICL,2090
United States,"Long Beach, CA",20Gp IICL,1925
United States,"Los Angeles, CA",20Gp IICL,2405
United States,"Memphis, TN",20Gp IICL,1270
United States,"Miami, FL",20Gp IICL,2155
United States,"Minneapolis, MN",20Gp IICL,1960
United States,"Mobile, AL",20Gp IICL,1860
United States,"Nashville, TN",20Gp IICL,1770
United States,"New Orleans, LA",20Gp IICL,2040
United States,"New York, NY",20Gp IICL,1985
United States,"Norfolk, VA",20Gp IICL,2515
United States,"Oakland, CA",20Gp IICL,1690
United States,"Omaha, NE",20Gp IICL,1985
United States,"Phoenix, AZ",20Gp IICL,1920
United States,"Salt Lake City, UT",20Gp IICL,2320
United States,"Savannah, GA",20Gp IICL,2085
United States,"Seattle, WA",20Gp IICL,2055
United States,"Tampa, FL",20Gp IICL,1955
United States,"Indianapolis, IN",20Gp IICL,3410
Vietnam,Haiphong,20Gp IICL,2150
Vietnam,Ho Chi Minh City,20Gp IICL,2175
Australia,Adelaide,20GP Cw ,1790
Australia,Brisbane,20GP Cw ,1910
Australia,Fremantle,20GP Cw ,1865
Australia,Melbourne,20GP Cw ,1865
Australia,Sydney,20GP Cw ,1875
Austria,Vienna,20GP Cw ,1810
Bangladesh,Chittagong,20GP Cw ,1480
Belarus,Minsk,20GP Cw ,1100
Belgium,Antwerp,20GP Cw ,1200
Brazil,Santos,20GP Cw ,1405
Brazil,Paranagua,20GP Cw ,1925
Cambodia,Phnom Penh,20GP Cw ,1745
Canada,"Calgary, AB",20GP Cw ,1675
Canada,"Edmonton, AB",20GP Cw ,1685
Canada,"Halifax, NS",20GP Cw ,2200
Canada,"Montreal, QC",20GP Cw ,1730
Canada,"Toronto, ON",20GP Cw ,1535
Canada,"Vancouver, BC",20GP Cw ,1595
Canada,"Winnipeg, MB",20GP Cw ,2020
Chile,Santiago,20GP Cw ,1670
Chile,Valparaiso,20GP Cw ,1780
China,Dalian,20GP Cw ,1830
China,Fuzhou,20GP Cw ,1790
China,Guangzhou,20GP Cw ,1910
China,Hong Kong,20GP Cw ,1865
China,Huangpu,20GP Cw ,1865
China,Lianyungang,20GP Cw ,1875
China,Nansha,20GP Cw ,1915
China,Qingdao,20GP Cw ,1940
China,Shanghai,20GP Cw ,1890
China,Shekou,20GP Cw ,1805
China,Shenzhen,20GP Cw ,1995
China,Tianjin,20GP Cw ,1935
China,Xiamen,20GP Cw ,1905
China,Ningbo,20GP Cw ,1890
China,Chengdu,20GP Cw ,2140
China,Hong Kong,20GP Cw ,1690
China,Huangpu,20GP Cw ,1510
China,Nanjing,20GP Cw ,1310
China,Yantian,20GP Cw ,1615
Costa Rica,Limon,20GP Cw ,1495
Denmark,Aarhus,20GP Cw ,2050
Denmark,Copenhagen,20GP Cw ,1780
England,Leeds,20GP Cw ,1230
England,London,20GP Cw ,1675
Estonia,Tallin,20GP Cw ,1495
Finland,Helsinki,20GP Cw ,1625
Finland,Kotka,20GP Cw ,1495
Finland,Rauma,20GP Cw ,2828
France,Dunkerque,20GP Cw ,1910
France,Fos Sur Mer,20GP Cw ,2250
France,Le Havre,20GP Cw ,1710
France,Lyon,20GP Cw ,2335
France,Marseille,20GP Cw ,2140
France,Rouen,20GP Cw ,2000
France,Bordeaux,20GP Cw ,2305
France,Marseille,20GP Cw ,1780
Georgia,Poti,20GP Cw ,1495
Germany,Bremen,20GP Cw ,1690
Germany,Duisburg,20GP Cw ,1690
Germany,Hamburg,20GP Cw ,1510
Germany,Mannheim,20GP Cw ,1790
Germany,Ludwigshafen,20GP Cw ,1495
Germany,Munich,20GP Cw ,1300
Greece,Piraeus,20GP Cw ,1765
Hungary,Budapest,20GP Cw ,2045
India,Delhi,20GP Cw ,1775
India,Kolkata(Calcutta),20GP Cw ,1490
India,Mundra,20GP Cw ,1615
India,Nhava Sheva,20GP Cw ,1445
India,Chennai,20GP Cw ,1890
India,Kolkata(Calcutta),20GP Cw ,1805
India,Mumbai,20GP Cw ,1995
India,Mundra,20GP Cw ,1935
India,New Delhi ,20GP Cw ,1905
India,Tuticorin,20GP Cw ,2050
Indonesia,Belawan,20GP Cw ,1850
Indonesia,Jakarta,20GP Cw ,1615
Indonesia,Semarang,20GP Cw ,1750
Indonesia,Surabaya,20GP Cw ,1620
Israel,Ashdod,20GP Cw ,2100
Italy,Genoa,20GP Cw ,1570
Italy,La Spezia,20GP Cw ,1470
Italy,Livorno,20GP Cw ,1585
Italy,Milan,20GP Cw ,2030
Italy,Modena,20GP Cw ,1925
Italy,Padova,20GP Cw ,1670
Italy,Trieste,20GP Cw ,1780
Italy,Venice,20GP Cw ,1495
Japan,Kobe,20GP Cw ,1610
Japan,Yokohama,20GP Cw ,1550
Japan,Hakata,20GP Cw ,1230
Japan,Kobe,20GP Cw ,1675
Japan,Nagoya,20GP Cw ,1625
Japan,Osaka,20GP Cw ,1910
Japan,Tokyo,20GP Cw ,2250
Kazakhstan,Almaty,20GP Cw ,1300
Kazakhstan,Tashkent,20GP Cw ,1000
Kenya,Mombasa,20GP Cw ,1510
Kenya,Nairobi,20GP Cw ,1495
Malaysia,Penang,20GP Cw ,1625
Malaysia,Port Kelang,20GP Cw ,1715
Malaysia,Johar,20GP Cw ,1625
Mexico,Altamira,20GP Cw ,2828
Mexico,Manzanillo,20GP Cw ,2305
