COUNTRY,CITY,Size and Type,Price
Portugal,Leixoes,40HC OT Cw,5000
Portugal,Setubal,40HC OT Cw,5000
Republic of Ireland,Dublin,40HC OT Cw,5000
Romania,Constanta,40HC OT Cw,5000
Russia,Moscow,40HC OT Cw,5000
Russia,St Petersburg,40HC OT Cw,5000
Russia,Vladivostok,40HC OT Cw,5000
Russia,"Yekaterinburg, Sve",40HC OT Cw,5000
Saudi Arabia,Jeddah,40HC OT Cw,5000
Singapore,Singapore,40HC OT Cw,5000
South Africa,Durban,40HC OT Cw,5000
South Africa,Johannesburg,40HC OT Cw,5000
South Africa,Cape Town,40HC OT Cw,5000
South Africa,Port Elizabeth,40HC OT Cw,5000
South Korea,Busan,40HC OT Cw,5000
South Korea,Gwangyang,40HC OT Cw,5000
South Korea,Inchoen,40HC OT Cw,5000
South Korea,Seoul,40HC OT Cw,5000
Spain,Arquata Scrivia,40HC OT Cw,5000
Spain,Barcelona,40HC OT Cw,5000
Spain,Bilbao,40HC OT Cw,5000
Spain,Madrid,40HC OT Cw,5000
Spain,Valencia (Spain),40HC OT Cw,5000
Spain,Algeciras,40HC OT Cw,5000
Spain,Barcelona,40HC OT Cw,5000
Spain,Bilbao,40HC OT Cw,5000
Spain,Madrid,40HC OT Cw,5000
Spain,Valencia ,40HC OT Cw,5000
Sweden,Gothenburg,40HC OT Cw,5000
Sweden,Norrkoping,40HC OT Cw,5000
Switzerland,Basle,40HC OT Cw,5000
Taiwan,Kaohsiung,40HC OT Cw,5000
Taiwan,Keelung,40HC OT Cw,5000
Taiwan,Taichung,40HC OT Cw,5000
Tamil Nadu,Chennai,40HC OT Cw,5000
Thailand,Bangkok,40HC OT Cw,5000
Thailand,Laem Chabang,40HC OT Cw,5000
Turkey,Istanbul,40HC OT Cw,5000
Turkey,Mersin,40HC OT Cw,5000
Turkey,Gebze,40HC OT Cw,5000
Turkey,Mersin,40HC OT Cw,5000
United Arab Emirates,Dubai,40HC OT Cw,5000
United Arab Emirates,Jebel Ali,40HC OT Cw,5000
United Kingdom,Southampton,40HC OT Cw,5000
United Kingdom,Belfast,40HC OT Cw,5000
United Kingdom,Birmingham ,40HC OT Cw,5000
United Kingdom,Doncaster,40HC OT Cw,5000
United Kingdom,Glasgow,40HC OT Cw,5000
United Kingdom,Leeds,40HC OT Cw,5000
United Kingdom,Liverpool,40HC OT Cw,5000
United Kingdom,London,40HC OT Cw,5000
United States,"Atlanta, GA",40HC OT Cw,5000
United States,"Baltimore, MD",40HC OT Cw,5000
United States,"Boston, MA",40HC OT Cw,5000
United States,"Charleston, SC",40HC OT Cw,5000
United States,"Charlotte, NC",40HC OT Cw,5000
United States,"Chicago, IL",40HC OT Cw,5000
United States,"Cincinnati, OH",40HC OT Cw,5000
United States,"Cleveland, OH",40HC OT Cw,5000
United States,"Columbus, OH",40HC OT Cw,5000
United States,"Dallas, TX",40HC OT Cw,5000
United States,"Denver, CO",40HC OT Cw,5000
United States,"Detroit, MI",40HC OT Cw,5000
United States,"El Paso, TX",40HC OT Cw,5000
United States,Houston,40HC OT Cw,5000
United States,"Jacksonville, FL",40HC OT Cw,5000
United States,"Kansas City, KS",40HC OT Cw,5000
United States,"Long Beach, CA",40HC OT Cw,5000
United States,"Los Angeles, CA",40HC OT Cw,5000
United States,"Memphis, TN",40HC OT Cw,5000
United States,"Miami, FL",40HC OT Cw,5000
United States,"Minneapolis, MN",40HC OT Cw,5000
United States,"Mobile, AL",40HC OT Cw,5000
United States,"Nashville, TN",40HC OT Cw,5000
United States,"New Orleans, LA",40HC OT Cw,5000
United States,"New York, NY",40HC OT Cw,5000
United States,"Norfolk, VA",40HC OT Cw,5000
United States,"Oakland, CA",40HC OT Cw,5000
United States,"Omaha, NE",40HC OT Cw,5000
United States,"Phoenix, AZ",40HC OT Cw,5000
United States,"Salt Lake City, UT",40HC OT Cw,5000
United States,"Savannah, GA",40HC OT Cw,5000
United States,"Seattle, WA",40HC OT Cw,5000
United States,"Tampa, FL",40HC OT Cw,5000
United States,"Indianapolis, IN",40HC OT Cw,5000
Vietnam,Haiphong,40HC OT Cw,5000
Vietnam,Ho Chi Minh City,40HC OT Cw,5000
Australia,Adelaide,40HC PW New,9000
Australia,Brisbane,40HC PW New,9000
Australia,Fremantle,40HC PW New,9000
Australia,Melbourne,40HC PW New,9000
Australia,Sydney,40HC PW New,9000
Austria,Vienna,40HC PW New,9000
Bangladesh,Chittagong,40HC PW New,9000
Belarus,Minsk,40HC PW New,9000
Belgium,Antwerp,40HC PW New,9000
Brazil,Santos,40HC PW New,9000
Brazil,Paranagua,40HC PW New,9000
Cambodia,Phnom Penh,40HC PW New,9000
Canada,"Calgary, AB",40HC PW New,9000
Canada,"Edmonton, AB",40HC PW New,9000
Canada,"Halifax, NS",40HC PW New,9000
Canada,"Montreal, QC",40HC PW New,9000
Canada,"Toronto, ON",40HC PW New,9000
Canada,"Vancouver, BC",40HC PW New,9000
Canada,"Winnipeg, MB",40HC PW New,9000
Chile,Santiago,40HC PW New,9000
Chile,Valparaiso,40HC PW New,9000
China,Dalian,40HC PW New,9000
China,Fuzhou,40HC PW New,9000
China,Guangzhou,40HC PW New,9000
China,Hong Kong,40HC PW New,9000
China,Huangpu,40HC PW New,9000
China,Lianyungang,40HC PW New,9000
China,Nansha,40HC PW New,9000
China,Qingdao,40HC PW New,9000
China,Shanghai,40HC PW New,9000
China,Shekou,40HC PW New,9000
China,Shenzhen,40HC PW New,9000
China,Tianjin,40HC PW New,9000
China,Xiamen,40HC PW New,9000
China,Ningbo,40HC PW New,9000
China,Chengdu,40HC PW New,9000
China,Hong Kong,40HC PW New,9000
China,Huangpu,40HC PW New,9000
China,Nanjing,40HC PW New,9000
China,Yantian,40HC PW New,9000
Costa Rica,Limon,40HC PW New,9000
Denmark,Aarhus,40HC PW New,9000
Denmark,Copenhagen,40HC PW New,9000
England,Leeds,40HC PW New,9000
England,London,40HC PW New,9000
Estonia,Tallin,40HC PW New,9000
Finland,Helsinki,40HC PW New,9000
Finland,Kotka,40HC PW New,9000
Finland,Rauma,40HC PW New,9000
France,Dunkerque,40HC PW New,9000
France,Fos Sur Mer,40HC PW New,9000
France,Le Havre,40HC PW New,9000
France,Lyon,40HC PW New,9000
France,Marseille,40HC PW New,9000
France,Rouen,40HC PW New,9000
France,Bordeaux,40HC PW New,9000
France,Marseille,40HC PW New,9000
Georgia,Poti,40HC PW New,9000
Germany,Bremen,40HC PW New,9000
Germany,Duisburg,40HC PW New,9000
Germany,Hamburg,40HC PW New,9000
Germany,Mannheim,40HC PW New,9000
Germany,Ludwigshafen,40HC PW New,9000
Germany,Munich,40HC PW New,9000
Greece,Piraeus,40HC PW New,9000
Hungary,Budapest,40HC PW New,9000
India,Delhi,40HC PW New,9000
India,Kolkata(Calcutta),40HC PW New,9000
India,Mundra,40HC PW New,9000
India,Nhava Sheva,40HC PW New,9000
India,Chennai,40HC PW New,9000
India,Kolkata(Calcutta),40HC PW New,9000
India,Mumbai,40HC PW New,9000
India,Mundra,40HC PW New,9000
India,New Delhi ,40HC PW New,9000
India,Tuticorin,40HC PW New,9000
Indonesia,Belawan,40HC PW New,9000
Indonesia,Jakarta,40HC PW New,9000
Indonesia,Semarang,40HC PW New,9000
Indonesia,Surabaya,40HC PW New,9000
Israel,Ashdod,40HC PW New,9000
Italy,Genoa,40HC PW New,9000
Italy,La Spezia,40HC PW New,9000
Italy,Livorno,40HC PW New,9000
Italy,Milan,40HC PW New,9000
Italy,Modena,40HC PW New,9000
Italy,Padova,40HC PW New,9000
Italy,Trieste,40HC PW New,9000
Italy,Venice,40HC PW New,9000
Japan,Kobe,40HC PW New,9000
Japan,Yokohama,40HC PW New,9000
Japan,Hakata,40HC PW New,9000
Japan,Kobe,40HC PW New,9000
Japan,Nagoya,40HC PW New,9000
Japan,Osaka,40HC PW New,9000
Japan,Tokyo,40HC PW New,9000
Kazakhstan,Almaty,40HC PW New,9000
Kazakhstan,Tashkent,40HC PW New,9000
Kenya,Mombasa,40HC PW New,9000
Kenya,Nairobi,40HC PW New,9000
Malaysia,Penang,40HC PW New,9000
Malaysia,Port Kelang,40HC PW New,9000
Malaysia,Johar,40HC PW New,9000
Mexico,Altamira,40HC PW New,9000
Mexico,Manzanillo,40HC PW New,9000
Mexico,Mexico City,40HC PW New,9000
Mexico,Veracruz,40HC PW New,9000
Morocco,Casablanca,40HC PW New,9000
Netherlands,Rotterdam,40HC PW New,9000
New Zealand,Tauranga,40HC PW New,9000
New Zealand,Auckland,40HC PW New,9000
New Zealand,Tauranga,40HC PW New,9000
Oman,Sohar,40HC PW New,9000
Pakistan,Karachi,40HC PW New,9000
Peru,Callao,40HC PW New,9000
Philippines,Manila,40HC PW New,9000
Poland,Gdansk,40HC PW New,9000
Poland,Warsaw,40HC PW New,9000
Poland,Gdynia,40HC PW New,9000
Portugal,Leixoes,40HC PW New,9000
Portugal,Lisboa,40HC PW New,9000
Portugal,Leixoes,40HC PW New,9000
Portugal,Setubal,40HC PW New,9000
Republic of Ireland,Dublin,40HC PW New,9000
Romania,Constanta,40HC PW New,9000
Russia,Moscow,40HC PW New,9000
Russia,St Petersburg,40HC PW New,9000
Russia,Vladivostok,40HC PW New,9000
Russia,"Yekaterinburg, Sve",40HC PW New,9000
Saudi Arabia,Jeddah,40HC PW New,9000
Singapore,Singapore,40HC PW New,9000
South Africa,Durban,40HC PW New,9000
South Africa,Johannesburg,40HC PW New,9000
South Africa,Cape Town,40HC PW New,9000
South Africa,Port Elizabeth,40HC PW New,9000
South Korea,Busan,40HC PW New,9000
South Korea,Gwangyang,40HC PW New,9000
South Korea,Inchoen,40HC PW New,9000
South Korea,Seoul,40HC PW New,9000
Spain,Arquata Scrivia,40HC PW New,9000
Spain,Barcelona,40HC PW New,9000
Spain,Bilbao,40HC PW New,9000
Spain,Madrid,40HC PW New,9000
Spain,Valencia (Spain),40HC PW New,9000
Spain,Algeciras,40HC PW New,9000
Spain,Barcelona,40HC PW New,9000
Spain,Bilbao,40HC PW New,9000
Spain,Madrid,40HC PW New,9000
Spain,Valencia ,40HC PW New,9000
Sweden,Gothenburg,40HC PW New,9000
Sweden,Norrkoping,40HC PW New,9000
Switzerland,Basle,40HC PW New,9000
Taiwan,Kaohsiung,40HC PW New,9000
Taiwan,Keelung,40HC PW New,9000
Taiwan,Taichung,40HC PW New,9000
Tamil Nadu,Chennai,40HC PW New,9000
Thailand,Bangkok,40HC PW New,9000
Thailand,Laem Chabang,40HC PW New,9000
Turkey,Istanbul,40HC PW New,9000
Turkey,Mersin,40HC PW New,9000
Turkey,Gebze,40HC PW New,9000
Turkey,Mersin,40HC PW New,9000
United Arab Emirates,Dubai,40HC PW New,9000
United Arab Emirates,Jebel Ali,40HC PW New,9000
United Kingdom,Southampton,40HC PW New,9000
United Kingdom,Belfast,40HC PW New,9000
United Kingdom,Birmingham ,40HC PW New,9000
United Kingdom,Doncaster,40HC PW New,9000
United Kingdom,Glasgow,40HC PW New,9000
United Kingdom,Leeds,40HC PW New,9000
United Kingdom,Liverpool,40HC PW New,9000
United Kingdom,London,40HC PW New,9000
United States,"Atlanta, GA",40HC PW New,9000
United States,"Baltimore, MD",40HC PW New,9000
United States,"Boston, MA",40HC PW New,9000
United States,"Charleston, SC",40HC PW New,9000
United States,"Charlotte, NC",40HC PW New,9000
United States,"Chicago, IL",40HC PW New,9000
United States,"Cincinnati, OH",40HC PW New,9000
United States,"Cleveland, OH",40HC PW New,9000
United States,"Columbus, OH",40HC PW New,9000
United States,"Dallas, TX",40HC PW New,9000
United States,"Denver, CO",40HC PW New,9000
United States,"Detroit, MI",40HC PW New,9000
United States,"El Paso, TX",40HC PW New,9000
United States,Houston,40HC PW New,9000
United States,"Jacksonville, FL",40HC PW New,9000
United States,"Kansas City, KS",40HC PW New,9000
United States,"Long Beach, CA",40HC PW New,9000
United States,"Los Angeles, CA",40HC PW New,9000
United States,"Memphis, TN",40HC PW New,9000
United States,"Miami, FL",40HC PW New,9000
United States,"Minneapolis, MN",40HC PW New,9000
United States,"Mobile, AL",40HC PW New,9000
United States,"Nashville, TN",40HC PW New,9000
United States,"New Orleans, LA",40HC PW New,9000
United States,"New York, NY",40HC PW New,9000
United States,"Norfolk, VA",40HC PW New,9000
United States,"Oakland, CA",40HC PW New,9000
United States,"Omaha, NE",40HC PW New,9000
United States,"Phoenix, AZ",40HC PW New,9000
United States,"Salt Lake City, UT",40HC PW New,9000
United States,"Savannah, GA",40HC PW New,9000
United States,"Seattle, WA",40HC PW New,9000
United States,"Tampa, FL",40HC PW New,9000
United States,"Indianapolis, IN",40HC PW New,9000
Vietnam,Haiphong,40HC PW New,9000
Vietnam,Ho Chi Minh City,40HC PW New,9000
Australia,Adelaide,40HC PW Cw,2500
Australia,Brisbane,40HC PW Cw,2500
Australia,Fremantle,40HC PW Cw,2500
Australia,Melbourne,40HC PW Cw,2500
Australia,Sydney,40HC PW Cw,2500
Austria,Vienna,40HC PW Cw,2500
Bangladesh,Chittagong,40HC PW Cw,2500
Belarus,Minsk,40HC PW Cw,2500
Belgium,Antwerp,40HC PW Cw,2500
Brazil,Santos,40HC PW Cw,2500
Brazil,Paranagua,40HC PW Cw,2500
Cambodia,Phnom Penh,40HC PW Cw,2500
Canada,"Calgary, AB",40HC PW Cw,2500
Canada,"Edmonton, AB",40HC PW Cw,2500
Canada,"Halifax, NS",40HC PW Cw,2500
Canada,"Montreal, QC",40HC PW Cw,2500
Canada,"Toronto, ON",40HC PW Cw,2500
Canada,"Vancouver, BC",40HC PW Cw,2500
Canada,"Winnipeg, MB",40HC PW Cw,2500
Chile,Santiago,40HC PW Cw,2500
Chile,Valparaiso,40HC PW Cw,2500
China,Dalian,40HC PW Cw,2500
China,Fuzhou,40HC PW Cw,2500
China,Guangzhou,40HC PW Cw,2500
China,Hong Kong,40HC PW Cw,2500
China,Huangpu,40HC PW Cw,2500
China,Lianyungang,40HC PW Cw,2500
China,Nansha,40HC PW Cw,2500
China,Qingdao,40HC PW Cw,2500
China,Shanghai,40HC PW Cw,2500
China,Shekou,40HC PW Cw,2500
China,Shenzhen,40HC PW Cw,2500
China,Tianjin,40HC PW Cw,2500
China,Xiamen,40HC PW Cw,2500
China,Ningbo,40HC PW Cw,2500
China,Chengdu,40HC PW Cw,2500
China,Hong Kong,40HC PW Cw,2500
China,Huangpu,40HC PW Cw,2500
China,Nanjing,40HC PW Cw,2500
China,Yantian,40HC PW Cw,2500
Costa Rica,Limon,40HC PW Cw,2500
Denmark,Aarhus,40HC PW Cw,2500
Denmark,Copenhagen,40HC PW Cw,2500
England,Leeds,40HC PW Cw,2500
England,London,40HC PW Cw,2500
Estonia,Tallin,40HC PW Cw,2500
Finland,Helsinki,40HC PW Cw,2500
Finland,Kotka,40HC PW Cw,2500
Finland,Rauma,40HC PW Cw,2500
France,Dunkerque,40HC PW Cw,2500
France,Fos Sur Mer,40HC PW Cw,2500
France,Le Havre,40HC PW Cw,2500
France,Lyon,40HC PW Cw,2500
France,Marseille,40HC PW Cw,2500
France,Rouen,40HC PW Cw,2500
France,Bordeaux,40HC PW Cw,2500
France,Marseille,40HC PW Cw,2500
Georgia,Poti,40HC PW Cw,2500
Germany,Bremen,40HC PW Cw,2500
Germany,Duisburg,40HC PW Cw,2500
Germany,Hamburg,40HC PW Cw,2500
Germany,Mannheim,40HC PW Cw,2500
Germany,Ludwigshafen,40HC PW Cw,2500
Germany,Munich,40HC PW Cw,2500
Greece,Piraeus,40HC PW Cw,2500
Hungary,Budapest,40HC PW Cw,2500
India,Delhi,40HC PW Cw,2500
India,Kolkata(Calcutta),40HC PW Cw,2500
India,Mundra,40HC PW Cw,2500
India,Nhava Sheva,40HC PW Cw,2500
India,Chennai,40HC PW Cw,2500
India,Kolkata(Calcutta),40HC PW Cw,2500
India,Mumbai,40HC PW Cw,2500
India,Mundra,40HC PW Cw,2500
India,New Delhi ,40HC PW Cw,2500
India,Tuticorin,40HC PW Cw,2500
Indonesia,Belawan,40HC PW Cw,2500
Indonesia,Jakarta,40HC PW Cw,2500
Indonesia,Semarang,40HC PW Cw,2500
Indonesia,Surabaya,40HC PW Cw,2500
Israel,Ashdod,40HC PW Cw,2500
Italy,Genoa,40HC PW Cw,2500
Italy,La Spezia,40HC PW Cw,2500
Italy,Livorno,40HC PW Cw,2500
Italy,Milan,40HC PW Cw,2500
Italy,Modena,40HC PW Cw,2500
Italy,Padova,40HC PW Cw,2500
Italy,Trieste,40HC PW Cw,2500
Italy,Venice,40HC PW Cw,2500
Japan,Kobe,40HC PW Cw,2500
Japan,Yokohama,40HC PW Cw,2500
Japan,Hakata,40HC PW Cw,2500
Japan,Kobe,40HC PW Cw,2500
Japan,Nagoya,40HC PW Cw,2500
Japan,Osaka,40HC PW Cw,2500
Japan,Tokyo,40HC PW Cw,2500
Kazakhstan,Almaty,40HC PW Cw,2500
Kazakhstan,Tashkent,40HC PW Cw,2500
Kenya,Mombasa,40HC PW Cw,2500
Kenya,Nairobi,40HC PW Cw,2500
Malaysia,Penang,40HC PW Cw,2500
Malaysia,Port Kelang,40HC PW Cw,2500
Malaysia,Johar,40HC PW Cw,2500
Mexico,Altamira,40HC PW Cw,2500
Mexico,Manzanillo,40HC PW Cw,2500
Mexico,Mexico City,40HC PW Cw,2500
Mexico,Veracruz,40HC PW Cw,2500
Morocco,Casablanca,40HC PW Cw,2500
Netherlands,Rotterdam,40HC PW Cw,2500
New Zealand,Tauranga,40HC PW Cw,2500
New Zealand,Auckland,40HC PW Cw,2500
New Zealand,Tauranga,40HC PW Cw,2500
Oman,Sohar,40HC PW Cw,2500
Pakistan,Karachi,40HC PW Cw,2500
Peru,Callao,40HC PW Cw,2500
Philippines,Manila,40HC PW Cw,2500
Poland,Gdansk,40HC PW Cw,2500
Poland,Warsaw,40HC PW Cw,2500
Poland,Gdynia,40HC PW Cw,2500
Portugal,Leixoes,40HC PW Cw,2500
Portugal,Lisboa,40HC PW Cw,2500
Portugal,Leixoes,40HC PW Cw,2500
Portugal,Setubal,40HC PW Cw,2500
Republic of Ireland,Dublin,40HC PW Cw,2500
Romania,Constanta,40HC PW Cw,2500
Russia,Moscow,40HC PW Cw,2500
Russia,St Petersburg,40HC PW Cw,2500
Russia,Vladivostok,40HC PW Cw,2500
Russia,"Yekaterinburg, Sve",40HC PW Cw,2500
Saudi Arabia,Jeddah,40HC PW Cw,2500
Singapore,Singapore,40HC PW Cw,2500
South Africa,Durban,40HC PW Cw,2500
South Africa,Johannesburg,40HC PW Cw,2500
South Africa,Cape Town,40HC PW Cw,2500
South Africa,Port Elizabeth,40HC PW Cw,2500
South Korea,Busan,40HC PW Cw,2500
South Korea,Gwangyang,40HC PW Cw,2500
South Korea,Inchoen,40HC PW Cw,2500
South Korea,Seoul,40HC PW Cw,2500
Spain,Arquata Scrivia,40HC PW Cw,2500
Spain,Barcelona,40HC PW Cw,2500
Spain,Bilbao,40HC PW Cw,2500
Spain,Madrid,40HC PW Cw,2500
Spain,Valencia (Spain),40HC PW Cw,2500
Spain,Algeciras,40HC PW Cw,2500
Spain,Barcelona,40HC PW Cw,2500
Spain,Bilbao,40HC PW Cw,2500
Spain,Madrid,40HC PW Cw,2500
Spain,Valencia ,40HC PW Cw,2500
Sweden,Gothenburg,40HC PW Cw,2500
Sweden,Norrkoping,40HC PW Cw,2500
Switzerland,Basle,40HC PW Cw,2500
Taiwan,Kaohsiung,40HC PW Cw,2500
Taiwan,Keelung,40HC PW Cw,2500
Taiwan,Taichung,40HC PW Cw,2500
Tamil Nadu,Chennai,40HC PW Cw,2500
Thailand,Bangkok,40HC PW Cw,2500
Thailand,Laem Chabang,40HC PW Cw,2500
Turkey,Istanbul,40HC PW Cw,2500
Turkey,Mersin,40HC PW Cw,2500
Turkey,Gebze,40HC PW Cw,2500
Turkey,Mersin,40HC PW Cw,2500
United Arab Emirates,Dubai,40HC PW Cw,2500
United Arab Emirates,Jebel Ali,40HC PW Cw,2500
United Kingdom,Southampton,40HC PW Cw,2500
United Kingdom,Belfast,40HC PW Cw,2500
United Kingdom,Birmingham ,40HC PW Cw,2500
United Kingdom,Doncaster,40HC PW Cw,2500
United Kingdom,Glasgow,40HC PW Cw,2500
United Kingdom,Leeds,40HC PW Cw,2500
United Kingdom,Liverpool,40HC PW Cw,2500
United Kingdom,London,40HC PW Cw,2500
United States,"Atlanta, GA",40HC PW Cw,2500
United States,"Baltimore, MD",40HC PW Cw,2500
United States,"Boston, MA",40HC PW Cw,2500
United States,"Charleston, SC",40HC PW Cw,2500
United States,"Charlotte, NC",40HC PW Cw,2500
United States,"Chicago, IL",40HC PW Cw,2500
United States,"Cincinnati, OH",40HC PW Cw,2500
United States,"Cleveland, OH",40HC PW Cw,2500
United States,"Columbus, OH",40HC PW Cw,2500
United States,"Dallas, TX",40HC PW Cw,2500
United States,"Denver, CO",40HC PW Cw,2500
United States,"Detroit, MI",40HC PW Cw,2500
United States,"El Paso, TX",40HC PW Cw,2500
United States,Houston,40HC PW Cw,2500
United States,"Jacksonville, FL",40HC PW Cw,2500
United States,"Kansas City, KS",40HC PW Cw,2500
United States,"Long Beach, CA",40HC PW Cw,2500
United States,"Los Angeles, CA",40HC PW Cw,2500
United States,"Memphis, TN",40HC PW Cw,2500
United States,"Miami, FL",40HC PW Cw,2500
United States,"Minneapolis, MN",40HC PW Cw,2500
United States,"Mobile, AL",40HC PW Cw,2500
United States,"Nashville, TN",40HC PW Cw,2500
United States,"New Orleans, LA",40HC PW Cw,2500
United States,"New York, NY",40HC PW Cw,2500
United States,"Norfolk, VA",40HC PW Cw,2500
United States,"Oakland, CA",40HC PW Cw,2500
United States,"Omaha, NE",40HC PW Cw,2500
United States,"Phoenix, AZ",40HC PW Cw,2500
United States,"Salt Lake City, UT",40HC PW Cw,2500
United States,"Savannah, GA",40HC PW Cw,2500
United States,"Seattle, WA",40HC PW Cw,2500
United States,"Tampa, FL",40HC PW Cw,2500
United States,"Indianapolis, IN",40HC PW Cw,2500
Vietnam,Haiphong,40HC PW Cw,2500
Vietnam,Ho Chi Minh City,40HC PW Cw,2500
Australia,Adelaide,20HC New,2650
Australia,Brisbane,20HC New,2650
Australia,Fremantle,20HC New,2650
Australia,Melbourne,20HC New,2650
Australia,Sydney,20HC New,2650
Austria,Vienna,20HC New,2650
Bangladesh,Chittagong,20HC New,2650
Belarus,Minsk,20HC New,2650
Belgium,Antwerp,20HC New,2650
Brazil,Santos,20HC New,2650
Brazil,Paranagua,20HC New,2650
Cambodia,Phnom Penh,20HC New,2650
Canada,"Calgary, AB",20HC New,2650
Canada,"Edmonton, AB",20HC New,2650
Canada,"Halifax, NS",20HC New,2650
Canada,"Montreal, QC",20HC New,2650
Canada,"Toronto, ON",20HC New,2650
Canada,"Vancouver, BC",20HC New,2650
Canada,"Winnipeg, MB",20HC New,2650
Chile,Santiago,20HC New,2650
Chile,Valparaiso,20HC New,2650
China,Dalian,20HC New,2650
China,Fuzhou,20HC New,2650
China,Guangzhou,20HC New,2650
China,Hong Kong,20HC New,2650
China,Huangpu,20HC New,2650
China,Lianyungang,20HC New,2650
China,Nansha,20HC New,2650
China,Qingdao,20HC New,2650
China,Shanghai,20HC New,2650
China,Shekou,20HC New,2650
China,Shenzhen,20HC New,2650
China,Tianjin,20HC New,2650
China,Xiamen,20HC New,2650
China,Ningbo,20HC New,2650
China,Chengdu,20HC New,2650
China,Hong Kong,20HC New,2650
China,Huangpu,20HC New,2650
China,Nanjing,20HC New,2650
China,Yantian,20HC New,2650
Costa Rica,Limon,20HC New,2650
Denmark,Aarhus,20HC New,2650
Denmark,Copenhagen,20HC New,2650
England,Leeds,20HC New,2650
England,London,20HC New,2650
Estonia,Tallin,20HC New,2650
Finland,Helsinki,20HC New,2650
Finland,Kotka,20HC New,2650
Finland,Rauma,20HC New,2650
France,Dunkerque,20HC New,2650
France,Fos Sur Mer,20HC New,2650
France,Le Havre,20HC New,2650
France,Lyon,20HC New,2650
France,Marseille,20HC New,2650
France,Rouen,20HC New,2650
France,Bordeaux,20HC New,2650
France,Marseille,20HC New,2650
Georgia,Poti,20HC New,2650
Germany,Bremen,20HC New,2650
Germany,Duisburg,20HC New,2650
Germany,Hamburg,20HC New,2650
Germany,Mannheim,20HC New,2650
Germany,Ludwigshafen,20HC New,2650
Germany,Munich,20HC New,2650
Greece,Piraeus,20HC New,2650
Hungary,Budapest,20HC New,2650
India,Delhi,20HC New,2650
India,Kolkata(Calcutta),20HC New,2650
India,Mundra,20HC New,2650
India,Nhava Sheva,20HC New,2650
India,Chennai,20HC New,2650
India,Kolkata(Calcutta),20HC New,2650
India,Mumbai,20HC New,2650
India,Mundra,20HC New,2650
India,New Delhi ,20HC New,2650
India,Tuticorin,20HC New,2650
Indonesia,Belawan,20HC New,2650
Indonesia,Jakarta,20HC New,2650
Indonesia,Semarang,20HC New,2650
Indonesia,Surabaya,20HC New,2650
Israel,Ashdod,20HC New,2650
Italy,Genoa,20HC New,2650
Italy,La Spezia,20HC New,2650
Italy,Livorno,20HC New,2650
Italy,Milan,20HC New,2650
Italy,Modena,20HC New,2650
Italy,Padova,20HC New,2650
Italy,Trieste,20HC New,2650
Italy,Venice,20HC New,2650
Japan,Kobe,20HC New,2650
Japan,Yokohama,20HC New,2650
Japan,Hakata,20HC New,2650
Japan,Kobe,20HC New,2650
Japan,Nagoya,20HC New,2650
Japan,Osaka,20HC New,2650
Japan,Tokyo,20HC New,2650
Kazakhstan,Almaty,20HC New,2650
Kazakhstan,Tashkent,20HC New,2650
Kenya,Mombasa,20HC New,2650
Kenya,Nairobi,20HC New,2650
Malaysia,Penang,20HC New,2650
Malaysia,Port Kelang,20HC New,2650
Malaysia,Johar,20HC New,2650
Mexico,Altamira,20HC New,2650
Mexico,Manzanillo,20HC New,2650
Mexico,Mexico City,20HC New,2650
Mexico,Veracruz,20HC New,2650
Morocco,Casablanca,20HC New,2650
Netherlands,Rotterdam,20HC New,2650
New Zealand,Tauranga,20HC New,2650
New Zealand,Auckland,20HC New,2650
New Zealand,Tauranga,20HC New,2650
Oman,Sohar,20HC New,2650
Pakistan,Karachi,20HC New,2650
Peru,Callao,20HC New,2650
Philippines,Manila,20HC New,2650
Poland,Gdansk,20HC New,2650
Poland,Warsaw,20HC New,2650
Poland,Gdynia,20HC New,2650
Portugal,Leixoes,20HC New,2650
Portugal,Lisboa,20HC New,2650
Portugal,Leixoes,20HC New,2650
Portugal,Setubal,20HC New,2650
Republic of Ireland,Dublin,20HC New,2650
Romania,Constanta,20HC New,2650
Russia,Moscow,20HC New,2650
Russia,St Petersburg,20HC New,2650
Russia,Vladivostok,20HC New,2650
Russia,"Yekaterinburg, Sve",20HC New,2650
Saudi Arabia,Jeddah,20HC New,2650
Singapore,Singapore,20HC New,2650
South Africa,Durban,20HC New,2650
South Africa,Johannesburg,20HC New,2650
South Africa,Cape Town,20HC New,2650
